Priority,Complexity Assessment,ASR-L version,Change Type (from KDDI CSL-M),Justification,Field Col #,KDDI Field #,KDDI Field Name,Field Name,Field description,Unit,Data format,Min value,Max value,Sample Value,Source Event,Field(s),ASN1,Aggregation/Formula/Note,Other notes/comments,Use Case
3,0,2.0,,,572,,,bearerDownlinkS1UDiscontinuities_7,"The total number of input (DL) user packet discontinuities that have been detected for S1-U, based on sequence number analysis.",,Long Integer,0,4294967295,3455,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_S1_PACKET_DISCONTINUITY_DL,EVENT_PARAM_PER_DRB_S1_PACKET_DISCONTINUITY_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
3,0,2.0,,,573,,,bearerDownlinkMacThroughputTime_7,"Time from when data arrives to the empty PDCP SDU buffer until this buffer is emptied and all the MAC HARQ buffers containing DRB data for this PDCP entity are emptied, either by a succesful transmission or by a HARQ failure. Transmissions of UL RLC status PDUs are not counted.",,Unsigned Integer (32 bit),0,304035759,43254,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_THP_MACTIME_DL,EVENT_PARAM_PER_DRB_THP_MACTIME_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
3,0,2.0,,,574,,,bearerDownlinkMacThroughputVolume_7,Transmitted DL MAC volume on one DRB. Volume for UL RLC status PDUs is not counted.,,Long Integer,0,4294967295,5435,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_THP_MACVOL_DL,EVENT_PARAM_PER_DRB_THP_MACVOL_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
3,0,2.0,,,575,,,bearerDownlinkMacLatencyTime_7,The DL transmission time on RB level,,Long Integer,0,4294967295,543,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_LAT_MAC_TIME_DL,EVENT_PARAM_PER_DRB_LAT_MAC_TIME_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
3,0,2.0,,,576,,,bearerDownlinkMacLatencyMeasSamples_7,Number of samples for DL MAC latency measurements for the QCIs in the given range. Only DRBs with the QCIs between minQciLatencyMeas and maxQciLatencyMeas are included into the measurement.,,Long Integer,0,4294967295,1234,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_LAT_MAC_SAMPL_DL,EVENT_PARAM_PER_DRB_LAT_MAC_SAMPL_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
3,0,2.0,,,577,,,bearerDownlinkMacLatencyMeasDRXInactNoSync_7,"The DL MAC latency time for data bursts that arrived during DRX inactivity period and UL out-of-sync state. It is accumulated over all DRBs with QCIs in the given range. Counts time from when the data arrives to the empty PDCP SDU buffer while MAC DRB buffer is also empty, until the first data on the MAC layer is transmitted. Includes only bursts when the UE is in DRX inactivity period and UL Out-of-sync state. Only QCIs between minQciLatencyMeas and maxQciLatencyMeas are included into the measurement.",ms,Unsigned Integer (32 bit),0,4294967295,5325,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_LAT_MAC_TIME_DRX_NOSYNC_DL,EVENT_PARAM_PER_DRB_LAT_MAC_TIME_DRX_NOSYNC_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
3,0,2.0,,,578,,,bearerDownlinkMacLatencyMeasSamplesDRXInactNoSync_7,Number of data bursts used for DL MAC latency measurements that arrive when the UE is in DRX inactivity period and in UL Out-of-sync state. Only DRBs with the QCIs between minQciLatencyMeas and maxQciLatencyMeas are included into the measurement.,,Unsigned Integer (32 bit),0,4294967295,654,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_LAT_MAC_SAMPL_DRX_NOSYNC_DL,EVENT_PARAM_PER_DRB_LAT_MAC_SAMPL_DRX_NOSYNC_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
3,0,2.0,,,579,,,bearerDownlinkMacLatencyMeasDRXInactSync_7,"The DL MAC latency time for data bursts that arrived during DRX inactivity period and UL In-sync state. It is accumulated over all DRBs with QCIs in the given range. It aggregates time from when the data arrives to the empty PDCP SDU buffer while MAC DRB buffer is also empty, until the first data on the MAC layer is transmitted. Includes only bursts when the UE is in DRX inactivity period and in UL In-sync state. Only QCIs between minQciLatencyMeas and maxQciLatencyMeas are included into the measurement.",ms,Unsigned Integer (32 bit),0,4294967295,543,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_LAT_MAC_TIME_DRX_SYNC_DL,EVENT_PARAM_PER_DRB_LAT_MAC_TIME_DRX_SYNC_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
3,0,2.0,,,580,,,bearerDownlinkMacLatencyMeasSamplesDRXInactSync_7,Number of data bursts used for DL MAC latency measurements that arrive when the UE is in DRX inactivity period and in UL In-sync state. Only DRBs with the QCIs between minQciLatencyMeas and maxQciLatencyMeas are included into the measurement.,,Unsigned Integer (32 bit),0,4294967295,4535,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_LAT_MAC_SAMPL_DRX_SYNC_DL,EVENT_PARAM_PER_DRB_LAT_MAC_SAMPL_DRX_SYNC_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
3,0,2.0,,,581,,,bearerDownlinkMacLatencyMeasDRXActSync_7,"The DL MAC latency time for data bursts that arrived during DRX activity period and UL In-sync state. It is accumulated over all DRBs with QCIs in the given range. Counts time from when the data arrives to the empty PDCP SDU buffer while MAC DRB buffer is also empty, until the first data on the MAC layer is transmitted. Includes only bursts when the UE is in DRX inactivity period and in UL In-sync state. Only QCIs between minQciLatencyMeas and maxQciLatencyMeas are included into the measurement.",ms,Unsigned Integer (32 bit),0,4294967295,5432,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_LAT_MAC_TIME_NODRX_SYNC_DL,EVENT_PARAM_PER_DRB_LAT_MAC_TIME_NODRX_SYNC_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
3,0,2.0,,,582,,,bearerDownlinkMacLatencyMeasSamplesDRXActSync_7,Number of data bursts used for DL MAC latency measurements that arrive when the UE is in DRX activity period and in UL In-sync state. Only DRBs with the QCIs between minQciLatencyMeas and maxQciLatencyMeas are included into the measurement.,,Unsigned Integer (32 bit),0,4294967295,3234,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_LAT_MAC_SAMPL_NODRX_SYNC_DL,EVENT_PARAM_PER_DRB_LAT_MAC_SAMPL_NODRX_SYNC_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
1,1,1.1,,,583,,,bearerID_8,Bearer Id as defined in 3GPP TS 36413-840,,Byte,0,15,5,INTERNAL_PROC_INITIAL_CTXT_SETUP INTERNAL_PROC_HO_X2_EXEC_IN INTERNAL_PROC_HO_S1_EXEC_IN INTERNAL_PROC_RRC_CONNECTION_RE_ESTABLISHMENT INTERNAL_PROC_ERAB_SETUP INTERNAL_PER_UE_RB_TRAFFIC_REP,INTERNAL_PER_UE_RB_TRAFFIC_REP.EVENT_PARAM_BEARER_ID,INTERNAL_PER_UE_RB_TRAFFIC_REP.EVENT_PARAM_BEARER_ID,,Correlation between setup and the periodic event needed.," Basic observability, Session Trace, "
1,1,1.1,,,584,,,bearerERABID_8,E-RAB Id as defined in 3GPP TS 36413-840,,Byte,0,15,5,INTERNAL_PROC_INITIAL_CTXT_SETUP INTERNAL_PROC_HO_X2_EXEC_IN INTERNAL_PROC_HO_S1_EXEC_IN INTERNAL_PROC_RRC_CONNECTION_RE_ESTABLISHMENT INTERNAL_PROC_ERAB_SETUP INTERNAL_PER_UE_RB_TRAFFIC_REP,INTERNAL_PER_UE_RB_TRAFFIC_REP.EVENT_PARAM_ERAB_ID,INTERNAL_PER_UE_RB_TRAFFIC_REP.EVENT_PARAM_ERAB_ID,,Correlation between setup and the periodic event needed.," Basic observability, Session Trace, "
1,1,1.1,,,585,,,bearerType_8,Bearer bearer (signalling versus data),,Unsigned Integer (16 bit),0,1,0,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_BEARER_TYPE,EVENT_PARAM_BEARER_TYPE,,,
1,0,1.1,,,586,,,bearerProcedureType_8,Bearer Procedure Type,,Unsigned Integer (16 bit),0,0,2,INTERNAL_EVENT_ERAB_DATA_INFO,EVENT_PARAM_ERAB_PROCEDURE,EVENT_PARAM_ERAB_PROCEDURE,,," Basic observability, Session Trace, "
1,0,1.1,,,587,,,bearerEstabDateTime_8,Time of radio bearer setup. Timestamp is in Coordinated Universal Time (UTC),time,String,-,-,20140101235959,INTERNAL_PROC_INITIAL_CTXT_SETUP INTERNAL_PROC_HO_X2_PREP_IN INTERNAL_PROC_HO_S1_PREP_IN INTERNAL_PROC_RRC_CONNECTION_RE_ESTABLISHMENT INTERNAL_PROC_ERAB_SETUP,TIMESTAMP fields,TIMESTAMP fields,,,Basic observability
1,1,1.1,"New field, existing event",Enable Access latency analytics,588,,,bearerEstabDuration_8,"Time taken for ERAB setup procedure, in milliseconds. If ERAB was set up as part of initial context setup this is not populated - see initCtxtSetupTime",ms,Unsigned Integer (32 bit),0,4294967295,7541,INTERNAL_PROC_ERAB_SETUP,STOP - START timestamps,STOP - START timestamps,,," Basic observability, Session Trace, Access Latency Analysis"
1,0,1.1,,,589,,,bearerSGWIPAddr_8,SGW IP Address for the bearer,ipaddr,String,,,IPv4: 10.2.3.4,S1_INITIAL_CONTEXT_SETUP_REQUEST S1_HANDOVER_REQUEST X2_HANDOVER_REQUEST S1_ERAB_SETUP_REQUEST,E-RABs To Be Setup List.Transport Layer Address,E-RABs To Be Setup List.Transport Layer Address,,," Basic observability, Session Trace"
1,0,1.1,,,590,,,bearerGTP-TEID_8,GTP TEID for the bearer,,Octet String,,,0x00036DED,S1_INITIAL_CONTEXT_SETUP_REQUEST S1_HANDOVER_REQUEST X2_HANDOVER_REQUEST S1_ERAB_SETUP_REQUEST,E-RABs To Be Setup List.gTP-TEID,E-RABs To Be Setup List.gTP-TEID,,," Basic observability, Session Trace"
1,0,1.1,,,591,,,bearerEstabQCI_8,QCI assigned to the radio bearer at establishment,,Unsigned Integer (16 bit),0,255,6,INTERNAL_PROC_ERAB_SETUP INTERNAL_PROC_INITIAL_CTXT_SETUP,EVENT_ARRAY_ERAB_SETUP_REQ_QCI,EVENT_ARRAY_ERAB_SETUP_REQ_QCI,,," Basic observability, Session Trace"
1,0,1.1,,,592,,,bearerPriorityLevel_8,Bearer ARP Priority Level,,Unsigned Integer (16 bit),0,255,2,INTERNAL_PROC_INITIAL_CTXT_SETUP INTERNAL_PROC_ERAB_SETUP INTERNAL_PROC_HO_PREP_X2_IN INTERNAL_PROC_HO_PREP_S1_IN X2_CONTEXT_FETCH_REQUEST,INTERNAL.EVENT_ARRAY_ERAB_SETUP_REQ_ARP X2_CTXT_FETCH.e-RAB-ToBeSetup-List [ ].priorityLevel,INTERNAL.EVENT_ARRAY_ERAB_SETUP_REQ_ARP X2_CTXT_FETCH.e-RAB-ToBeSetup-List [ ].priorityLevel,,," Basic observability, Session Trace"
1,0,1.1,,,593,,,bearerPreemptionCapability_8,Bearer Preemption Capability,,Byte,0,1,1,INTERNAL_PROC_INITIAL_CTXT_SETUP INTERNAL_PROC_ERAB_SETUP INTERNAL_PROC_HO_PREP_X2_IN INTERNAL_PROC_HO_PREP_S1_IN X2_CONTEXT_FETCH_REQUEST,EVENT_ARRAY_ERAB_SETUP_REQ_PCI X2_CTXT_FETCH.e-RAB-ToBeSetup-List [ ].pre-emptionCapability,EVENT_ARRAY_ERAB_SETUP_REQ_PCI X2_CTXT_FETCH.e-RAB-ToBeSetup-List [ ].pre-emptionCapability,,," Basic observability, Session Trace"
1,0,1.1,,,594,,,bearerPreemptionVulnerability_8,Bearer Preemption Vulnerability,,Byte,0,1,1,INTERNAL_PROC_INITIAL_CTXT_SETUP INTERNAL_PROC_ERAB_SETUP INTERNAL_PROC_HO_PREP_X2_IN INTERNAL_PROC_HO_PREP_S1_IN X2_CONTEXT_FETCH_REQUEST,EVENT_ARRAY_ERAB_SETUP_REQ_PVI X2_CTXT_FETCH.e-RAB-ToBeSetup-List [ ].pre-emptionVulnerability,EVENT_ARRAY_ERAB_SETUP_REQ_PVI X2_CTXT_FETCH.e-RAB-ToBeSetup-List [ ].pre-emptionVulnerability,,," Basic observability, Session Trace"
1,0,1.1,,,595,,,bearerDownlinkRequestedGBR_8,Total amount of requested DL bit rate for GBR bearers in the request.,Mb/s,Unsigned Integer (32 bit),0,304035759,342,INTERNAL_PROC_INITIAL_CTXT_SETUP INTERNAL_PROC_ERAB_SETUP,EVENT_PARAM_ACCUMULATED_DL_REQUESTED_GBR,EVENT_PARAM_ACCUMULATED_DL_REQUESTED_GBR,,," Basic observability, Session Trace"
1,0,1.1,,,596,,,bearerUplinkRequestedGBR_8,Total amount of requested UL bit rate for GBR bearers in the request.,Mb/s,Unsigned Integer (32 bit),0,304035759,43,INTERNAL_PROC_INITIAL_CTXT_SETUP INTERNAL_PROC_ERAB_SETUP,EVENT_PARAM_ACCUMULATED_UL_REQUESTED_GBR,EVENT_PARAM_ACCUMULATED_UL_REQUESTED_GBR,,," Basic observability, Session Trace"
1,0,1.1,,,597,,,bearerDownlinkAdmittedGBR_8,Total amount of admitted DL bit rate for GBR bearers in the request.,Mb/s,Unsigned Integer (32 bit),0,304035759,5,INTERNAL_PROC_INITIAL_CTXT_SETUP INTERNAL_PROC_ERAB_SETUP,EVENT_PARAM_ACCUMULATED_DL_ADMITTED_GBR,EVENT_PARAM_ACCUMULATED_DL_ADMITTED_GBR,,," Basic observability, Session Trace"
1,0,1.1,,,598,,,bearerUplinkAdmittedGBR_8,Total amount of admitted UL bit rate for GBR bearers in the request.,Mb/s,Unsigned Integer (32 bit),0,304035759,3,INTERNAL_PROC_INITIAL_CTXT_SETUP INTERNAL_PROC_ERAB_SETUP,EVENT_PARAM_ACCUMULATED_UL_ADMITTED_GBR,EVENT_PARAM_ACCUMULATED_UL_ADMITTED_GBR,,," Basic observability, Session Trace"
1,0,1.1,,,599,,,BRR #0_8,"Bearer Release Reason #0, RAB Release Triggering Node",,Unsigned Integer (16 bit),0,1,1,INTERNAL_PROC_ERAB_RELEASE,EVENT_PARAM_TRIGGERING_NODE,EVENT_PARAM_TRIGGERING_NODE,,," Basic observability, Session Trace, Dropped Call Analytics, "
1,0,1.1,,,600,,,BRR #1_8,"Bearer Release Reason #1, RAB Release S1 release cause",,Unsigned Integer (16 bit),0,33,3,INTERNAL_PROC_ERAB_RELEASE,EVENT_PARAM_S1_RELEASE_CAUSE,EVENT_PARAM_S1_RELEASE_CAUSE,,," Basic observability, Session Trace, Dropped Call Analytics, "
1,0,1.1,,,601,,,BRR #2_8,"Bearer Release Reason #2, RAB Release Internal Release Cause",,Unsigned Integer (16 bit),0,30,0,INTERNAL_PROC_ERAB_RELEASE,EVENT_PARAM_INTERNAL_RELEASE_CAUSE,EVENT_PARAM_INTERNAL_RELEASE_CAUSE,,," Basic observability, Session Trace, Dropped Call Analytics, "
1,0,1.1,,,602,,,BRR #3_8,"Bearer Release Reason #3, RAB Release Result",,Unsigned Integer (16 bit),0,48,2,INTERNAL_PROC_ERAB_RELEASE,EVENT_PARAM_ERAB_RELEASE_RESULT,EVENT_PARAM_ERAB_RELEASE_RESULT,,," Basic observability, Session Trace, Dropped Call Analytics, "
1,0,1.1,,,603,,,BRR #4_8,"Bearer Release Reason #4, RAB Release 3GPP Cause, Combination of both 3GPP Cause Group and 3GPP Cause. Could either be S1 Cause or X2 Cause.",,Unsigned Integer (16 bit),0,39,21,INTERNAL_PROC_ERAB_RELEASE,EVENT_PARAM_3GPP_CAUSE_GROUP EVENT_PARAM_3GPP_CAUSE,EVENT_PARAM_3GPP_CAUSE_GROUP EVENT_PARAM_3GPP_CAUSE,( EVENT_PARAM_3GPP_CAUSE_GROUP * 1000 ) + EVENT_PARAM_3GPP_CAUSE ,," Basic observability, Session Trace, Dropped Call Analytics, "
1,0,1.1,,,604,,,BRR #5_8,"Bearer Release Reason #5, RAB Setup Result",,Unsigned Integer (16 bit),0,0,1,INTERNAL_PROC_ERAB_SETUP,EVENT_ARRAY_ERAB_SETUP_RESULT,EVENT_ARRAY_ERAB_SETUP_RESULT,,," Basic observability, Session Trace, Blocked Call Analytics, "
1,0,1.1,,,605,,,BRR #6_8,"Bearer Release Reason #6, RAB Setup 3GPP Cause, Combination of both 3GPP Cause Group and 3GPP Cause. Could either be S1 Cause or X2 Cause.",,Unsigned Integer (16 bit),0,39,4,INTERNAL_PROC_ERAB_SETUP,EVENT_PARAM_3GPP_CAUSE_GROUP EVENT_PARAM_3GPP_CAUSE,EVENT_PARAM_3GPP_CAUSE_GROUP EVENT_PARAM_3GPP_CAUSE,( EVENT_PARAM_3GPP_CAUSE_GROUP * 1000 ) + EVENT_PARAM_3GPP_CAUSE ,," Basic observability, Session Trace, Blocked Call Analytics, "
1,0,1.1,,,606,,,bearerReleaseDateTime_8,Time of radio bearer release/disconnection. Timestamp is in Coordinated Universal Time (UTC),time,String,-,-,20140101235959,INTERNAL_PROC_ERAB_RELEASE INTERNAL_PROC_UE_CTXT_RELEASE,TIMESTAMP fields,TIMESTAMP fields,"Lookup via QCI. If 3GPP standard QoS settings standard look up applies, otherwise operators settings need to be provided.",,Basic observability
1,0,1.1,,,607,,,bearerReleaseQCI_8,QCI assigned to the radio bearer at release,,Unsigned Integer (16 bit),0,15,4,INTERNAL_PROC_ERAB_RELEASE INTERNAL_PROC_UE_CTXT_RELEASE,EVENT_ARRAY_ERAB_RELEASE_REQ_QCI[],EVENT_ARRAY_ERAB_RELEASE_REQ_QCI[],,," Basic observability, Session Trace, QoS Analysis"
1,0,1.1,,,608,,,bearerReleaseDataLostIndicator_8,Indicates RAB wasn't successfully established in target and had data in UL/DL buffers at the release.,,byte,0,3,2,INTERNAL_PROC_ERAB_RELEASE INTERNAL_PROC_UE_CTXT_RELEASE,EVENT_ARRAY_ERAB_DATA_LOST[],EVENT_ARRAY_ERAB_DATA_LOST[],,,Dropped Call Analytics
1,0,1.1,,,609,,,bearerReleaseInactiveGapIndicator_8,"Indicates ERAB has had an inactive gap, providing observability to quantify and correlate VoLTE call releases due to RTP time-out",,byte,0,2,1,INTERNAL_PROC_ERAB_RELEASE INTERNAL_PROC_UE_CTXT_RELEASE,EVENT_ARRAY_ERAB_INACTIVE_GAP[],EVENT_ARRAY_ERAB_INACTIVE_GAP[],,,Dropped Call Analytics
1,0,1.1,,,610,,,bearerDownlinkPDCPDataVol_8,Downlink transmitted DRB volume in the PDCP layer.,byte,Long Integer,0,4294967295,543534,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_PDCP_TRANSVOL_DL,EVENT_PARAM_PER_DRB_PDCP_TRANSVOL_DL,SUM,," Basic observability, Session Trace, Coverage & Capacity Analytics"
1,0,1.1,,,611,,,bearerUplinkPDCPDataVol_8,Uplink DRB volume for PDCP SDUs,byte,Long Integer,0,4294967295,5676778,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_PDCP_RECVOL_UL,EVENT_PARAM_PER_DRB_PDCP_RECVOL_UL,SUM,," Basic observability, Session Trace, Coverage & Capacity Analytics"
1,0,1.1,,,612,,,bearerDownlinkPDCPDataVolAck_8,Downlink (PDCP SDU) volume on DRB that has been transmitted and acknowledged.,byte,Long Integer,0,4294967295,5432,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_PDCP_ACKVOL_DL,EVENT_PARAM_PER_DRB_PDCP_ACKVOL_DL,SUM,," Basic observability, Session Trace, Coverage & Capacity Analytics"
2,0,2.0,,,613,,,bearerDownlinkRLCMACDelay_8,Aggregated time for the downlink delay measure in the RLC layer. One sample per RLC SDU sent to MAC. The time for each sample is between reception of a packet (PDCP SDU) until the packet is sent to the MAC layer entity for transmission on the air.,ms,Long Integer,0,4294967295,5666,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_DL_RLC_DELAY,EVENT_PARAM_PER_DRB_DL_RLC_DELAY,SUM,," Basic observability, Session Trace, Integrity Analytics"
2,0,2.0,,,614,,,bearerDownlinkRLCMACDelaySamples_8,Number of samples to be used in DL MAC delay measure calculations,,Unsigned Integer (32 bit),0,304035759,32,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_DL_RLC_DELAY_SAMPL,EVENT_PARAM_PER_DRB_DL_RLC_DELAY_SAMPL,SUM,," Basic observability, Session Trace, Integrity Analytics"
2,0,2.0,,,615,,,bearerDownlinkMACLatency_8,Aggregated time samples for the DL latency measure. The time is between reception of a PDCP SDU untill the first succesful transmission of a MAC SDU have been transmitted ,ms,Long Integer,0,4294967295,4678,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_LAT_TIME_DL,EVENT_PARAM_PER_DRB_LAT_TIME_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
2,0,2.0,,,616,,,bearerDownlinkMACLatencySamples_8,Number of samples to be used in DL latency measure calculations,,Unsigned Integer (32 bit),0,304035759,32,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_LAT_SAMPL_DL,EVENT_PARAM_PER_DRB_LAT_SAMPL_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
3,0,2.0,,,617,,,bearerDownlinkPktsDiscardedAQM_8,Downlink packets which have not been transmitted (i.e. discared) due to active queue management(AQM) ,,Long Integer,0,4294967295,1,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_PACKET_DISC_AQM_DL,EVENT_PARAM_PER_DRB_PACKET_DISC_AQM_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
3,0,2.0,,,618,,,bearerDownlinkPktsLostHO_8,Downlink PDCP SDUs discarded due to HO per DRB,,Long Integer,0,4294967295,23423,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_PACKET_LOST_HO_DL,EVENT_PARAM_PER_DRB_PACKET_LOST_HO_DL,SUM,," Basic observability, Session Trace, Integrity Analytics, Mobility Analytics"
3,0,2.0,,,619,,,bearerDownlinkPktsLostPELR_8,Downlink PDCP SDUs discarded due to reasons other than HO per DRB,,Long Integer,0,4294967295,5432,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_PACKET_LOST_PELR_DL,EVENT_PARAM_PER_DRB_PACKET_LOST_PELR_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
1,0,1.1,,,620,,,bearerDowlinkPktsTxRLCAM_8,Downlink PDCP SDUs transmitted successfully per DRB for RLC AM,,Long Integer,0,4294967295,5432,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_PACKET_TR_DL_RLCAM,EVENT_PARAM_PER_DRB_PACKET_TR_DL_RLCAM,SUM,," Basic observability, Session Trace, Integrity Analytics"
1,0,1.1,,,621,,,bearerDownlinkPktsTxRLCUM_8,Downlink PDCP SDUs transmitted successfully per DRB for RLC UM,,Long Integer,0,4294967295,56476,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_PACKET_TR_DL_RLCUM,EVENT_PARAM_PER_DRB_PACKET_TR_DL_RLCUM,SUM,," Basic observability, Session Trace, Integrity Analytics, VoLTE Analytics"
3,0,2.0,,,622,,,bearerDownlinkPktsLostPELRUU_RLC_AM_8,Downlink PDCP SDUs transmitted unsuccessfully per DRB for RLC AM,,Long Integer,0,4294967295,765,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_PACKET_LOST_PELR_UU_DL_RLCAM ,EVENT_PARAM_PER_DRB_PACKET_LOST_PELR_UU_DL_RLCAM ,SUM,," Basic observability, Session Trace, Integrity Analytics"
3,0,2.0,,,623,,,bearerDownlinkPktsLostPELRUU_RLC_UM_8,Downlink PDCP SDUs transmitted unsuccessfully per DRB for RLC UM,,Long Integer,0,4294967295,4522,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_PACKET_LOST_PELR_UU_DL_RLCUM ,EVENT_PARAM_PER_DRB_PACKET_LOST_PELR_UU_DL_RLCUM ,SUM,," Basic observability, Session Trace, Integrity Analytics, VoLTE Analytics"
3,0,2.0,,,624,,,bearerDownlinkPDCPVolLastTTI_8,Downlink transmitted PDCP volume for the last piece of data in large data bursts ,,Long Integer,0,4294967295,1122,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_PDCPLASTTTI_TRANSVOL_DL,EVENT_PARAM_PER_DRB_PDCPLASTTTI_TRANSVOL_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
3,0,2.0,,,625,,,bearerUplinkPDCPSDUsLostSeqNumAnalysis_8,Uplink PDCP SDUs lost for a DRB based on sequence number analysis.,,Long Integer,0,4294967295,123,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_PACKET_LOST_UL,EVENT_PARAM_PER_DRB_PACKET_LOST_UL,SUM,," Basic observability, Session Trace, Integrity Analytics"
2,0,2.0,,,626,,,bearerDownlinkPDCPPktReceived_8,Downlink PDCP SDUs received for a DRB,,Long Integer,0,4294967295,342,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_PACKET_REC_DL,EVENT_PARAM_PER_DRB_PACKET_REC_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
2,0,2.0,,,627,,,bearerUplinkPDCPPktReceived_8,Uplink PDCP SDUs received for a DRB,,Long Integer,0,4294967295,342,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_PACKET_REC_UL,EVENT_PARAM_PER_DRB_PACKET_REC_UL,SUM,," Basic observability, Session Trace, Integrity Analytics"
1,0,1.1,,,628,,,bearerDownlinkTxTime_8,Downlink transmission time ,ms,Long Integer,0,4294967295,3455,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_THP_TIME_DL,EVENT_PARAM_PER_DRB_THP_TIME_DL,SUM,," Basic observability, Session Trace, Integrity Analytics"
3,0,2.0,,,629,,,bearerDownlinkMaxS1UDiscontinuityBurst_8,"The maximum input(DL) GTP-U user packet contiguous discontinuity burst that has been detected for S1-U. That is, the maximum difference between the expected GTP-U sequence number and the received GTP-U sequence number.",,Unsigned Integer (32 bit),0,304035759,3455,INTERNAL_PER_UE_RB_TRAFFIC_REP,EVENT_PARAM_PER_DRB_S1_PACKET_BURST_MAX_DISCONTINUOUS_DL ,EVENT_PARAM_PER_DRB_S1_PACKET_BURST_MAX_DISCONTINUOUS_DL ,SUM,," Basic observability, Session Trace, Integrity Analytics"
